peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
48.41,1.64,M,21,60,0,0,20,20,0,N,2,2,4
70.67,1.54,M,33,0,0,0,0,1,0,N,1,0,1
101.17,1.71,M,49,0,8,5,2,0,0,N,3,4,3
46.66,1.61,M,26,90,0,0,9,3,0,N,3,4,4
117.77,1.74,V,33,0,0,6,0,10,0,N,2,4,4
88.74,1.59,M,46,0,6,0,3,10,0,N,1,4,3
85.28,1.61,M,18,0,10,4,4,2,0,N,3,4,4
113.06,1.76,V,23,0,13,1,9,12,0,N,1,2,2
116.16,1.76,V,42,0,4,2,7,11,0,N,1,3,3
86.34,1.64,M,52,0,0,2,7,0,0,N,3,4,4
105.97,1.84,V,46,0,0,1,3,0,0,N,3,3,4
48.41,1.64,M,34,180,0,4,0,0,0,N,1,2,4
97.49,1.74,V,66,0,3,0,0,0,0,N,2,4,4
54.5,1.74,V,50,80,23,1,4,10,0,N,1,2,2
83.43,1.72,V,39,10,0,0,10,11,0,N,1,2,2
52.02,1.7,V,43,90,0,2,6,1,1,N,1,2,2
93.41,1.75,V,37,0,0,0,0,0,5,N,1,1,2
91.07,1.62,M,53,0,0,0,1,4,0,N,2,2,1
57.67,1.79,V,58,40,0,2,12,6,0,N,1,2,2
53.87,1.73,V,41,40,8,2,3,0,0,N,1,2,3
103.89,1.66,M,51,0,0,0,0,7,0,N,0,1,1
104.75,1.73,V,37,0,0,3,4,8,0,N,2,3,4
97.49,1.74,V,33,0,5,0,0,0,0,N,2,2,1
106.85,1.73,V,18,0,11,3,11,6,3,N,1,1,0
102.59,1.7,V,34,0,5,0,16,13,0,N,1,2,2
81.88,1.58,M,31,0,0,1,16,8,0,N,1,2,3
127.32,1.85,V,25,0,16,7,0,0,0,N,2,2,2
121.57,1.82,V,52,0,6,4,11,5,0,N,1,3,2
96.25,1.69,V,29,0,10,3,0,0,0,N,1,3,1
128.16,1.79,V,50,0,12,0,14,14,0,N,0,2,1
86.27,1.57,M,25,0,0,5,3,0,2,N,2,4,3
114.75,1.74,M,56,0,1,3,0,8,0,N,1,2,3
57.03,1.78,M,29,160,3,1,10,0,0,N,1,1,1
89.8,1.63,M,71,0,0,0,0,2,0,N,1,2,1
106.8,1.81,V,34,0,0,0,0,2,5,N,1,1,0
89.68,1.69,V,25,0,0,3,11,4,0,N,1,3,2
55.12,1.75,V,45,80,0,3,5,0,0,N,3,4,4
54.5,1.74,V,61,30,0,0,5,1,0,N,0,0,0
77.97,1.81,V,64,10,0,0,10,0,6,N,2,3,3
85.49,1.65,M,48,20,0,7,14,16,0,N,2,2,3
96.29,1.64,M,42,0,0,3,20,13,0,N,2,4,4
94.28,1.73,V,45,0,0,0,0,0,0,N,2,3,3
103.46,1.7,M,33,0,9,3,0,4,0,N,2,3,2
122.19,1.75,V,24,0,0,5,14,12,0,N,0,2,2
88.34,1.68,V,49,0,0,0,0,3,0,N,0,1,1
97.05,1.67,M,71,0,0,2,6,4,0,N,2,2,3
112.78,1.77,V,45,0,4,0,11,11,0,S,0,2,3
92.99,1.63,M,42,0,0,0,20,15,0,N,3,3,3
81.4,1.59,M,26,0,8,1,0,0,0,N,3,4,4
87.21,1.68,M,24,0,8,2,6,2,0,N,2,3,4
111.56,1.67,M,56,0,8,5,5,9,0,N,3,4,4
113.1,1.77,V,53,0,2,3,0,0,0,N,1,2,2
110.58,1.78,V,55,0,10,2,0,5,0,N,2,3,4
100.29,1.72,V,38,0,13,3,5,2,0,N,0,0,0
57.67,1.79,V,20,110,11,3,0,0,0,N,1,3,2
95.07,1.66,M,18,0,0,3,11,7,2,N,2,3,2
85.68,1.71,M,41,0,0,0,6,0,0,N,1,2,2
100.88,1.71,V,18,0,0,0,3,12,0,N,2,4,4
45.51,1.59,M,39,120,0,0,13,0,0,N,2,3,3
107.09,1.78,V,65,0,0,1,0,2,0,N,1,3,3
115.35,1.79,V,45,0,10,1,8,6,0,N,2,3,3
94.79,1.66,M,32,0,0,4,18,4,0,N,1,1,0
112.02,1.74,V,59,0,17,5,0,0,0,N,2,4,4
97.08,1.71,M,53,0,2,1,0,0,2,N,0,0,0
94.2,1.65,M,18,0,6,6,4,0,1,N,2,3,2
89.01,1.66,M,37,0,0,0,14,9,0,N,2,2,1
94.45,1.71,M,41,0,2,1,0,0,0,N,3,4,3
98.25,1.71,V,49,0,3,0,13,6,2,N,1,1,1
77.87,1.84,V,27,10,3,0,2,0,0,N,1,2,2
57.03,1.78,V,54,50,2,0,15,15,8,N,0,2,0
52.02,1.7,V,50,30,6,0,0,0,0,N,2,3,3
66.6,1.76,V,30,20,0,0,27,17,0,N,1,2,2
88.62,1.68,M,31,0,0,1,8,1,0,N,1,1,2
101.44,1.7,V,39,0,6,2,0,2,0,N,1,2,3
49.6,1.66,M,56,30,0,0,2,0,0,N,1,1,0
96.82,1.69,V,46,0,10,4,0,0,0,N,0,1,1
46.66,1.61,M,41,130,0,3,0,5,0,S,2,4,3
52.02,1.7,M,35,90,0,0,0,0,0,N,2,3,4
50.2,1.67,V,35,130,2,1,20,18,0,N,1,2,4
121.1,1.74,V,50,0,0,2,8,11,0,N,0,1,0
57.03,1.78,V,28,60,13,3,0,1,0,N,2,2,2
105.39,1.69,V,61,0,2,3,0,0,0,N,1,2,1
52.02,1.7,V,43,100,6,0,0,0,0,N,1,2,3
98.83,1.65,M,31,0,9,0,2,13,0,N,0,1,1
79.5,1.65,M,40,0,0,0,0,0,0,N,2,3,4
104.43,1.68,V,38,0,11,2,4,8,0,N,2,3,2
103.75,1.7,V,58,0,0,0,11,9,0,N,0,1,2
58.32,1.8,V,36,40,3,0,10,0,0,N,1,3,2
94.24,1.66,M,51,0,13,1,0,0,5,N,0,1,1
107.73,1.78,V,67,0,5,0,4,1,0,N,1,3,3
48.41,1.64,M,21,60,0,3,0,3,0,S,1,2,2
74.69,1.57,M,38,0,0,1,12,4,0,N,2,4,3
50.75,1.63,M,59,20,5,0,5,1,4,N,0,1,2
87.92,1.62,M,47,0,0,0,7,8,0,N,1,1,1
86.54,1.69,V,35,0,0,0,11,1,0,N,2,3,2
106.21,1.72,V,49,0,0,4,0,4,0,N,2,4,4
87.41,1.64,M,37,0,0,1,0,3,0,N,1,3,3
90.36,1.67,M,30,0,0,4,0,0,0,N,1,1,2
83.81,1.57,M,47,0,0,0,9,7,0,N,0,3,3
86.67,1.75,V,31,0,0,0,0,0,0,N,0,3,3
87.68,1.69,M,18,0,0,2,0,1,0,N,2,4,3
46.08,1.6,M,22,70,4,0,7,14,0,N,1,1,2
105.06,1.74,V,66,10,4,0,15,20,0,N,0,4,3
103.21,1.75,V,50,0,0,3,0,0,1,N,2,3,3
114.03,1.73,V,37,0,0,3,21,14,0,N,0,0,0
111.17,1.75,V,38,0,0,0,15,14,0,N,0,3,2
88.29,1.73,V,38,0,10,0,15,1,0,N,4,4,4
56.39,1.77,V,46,50,0,1,9,3,5,N,2,2,3
98.1,1.66,M,57,0,0,4,17,5,0,N,0,2,3
46.66,1.61,M,47,30,2,0,4,0,0,N,0,0,0
58.97,1.81,V,42,110,0,0,8,0,4,N,0,2,2
110.3,1.82,V,47,0,3,1,10,6,0,N,3,3,3
99.66,1.73,V,33,0,2,0,20,11,0,S,2,3,2
112.02,1.74,V,36,0,0,4,21,10,0,N,2,3,3
53.25,1.72,V,47,30,0,5,0,6,0,N,1,2,3
50.2,1.67,V,18,30,0,0,23,15,0,N,4,4,4
92.54,1.69,V,28,0,20,0,3,0,0,N,1,1,0
97.94,1.68,V,41,0,0,0,16,8,0,N,0,0,0
82.16,1.59,M,44,0,7,0,0,0,0,N,0,0,1
111.18,1.79,V,38,0,0,0,0,7,0,N,1,1,2
102.64,1.71,M,77,0,0,2,5,0,0,N,0,1,2
81.44,1.55,M,42,0,0,3,0,2,0,N,3,4,3
80.36,1.61,M,42,0,0,0,0,0,0,N,2,2,3
60.28,1.83,V,31,90,0,3,5,7,3,S,3,4,4
116.6,1.82,V,59,0,0,2,10,6,0,N,2,3,4
45.51,1.59,M,65,110,0,3,2,8,5,S,0,0,0
63.03,1.67,V,41,30,26,10,0,4,0,N,1,2,2
94.8,1.59,M,43,0,6,0,8,11,0,N,1,1,2
94.82,1.69,V,18,0,0,0,12,9,8,S,1,1,1
83.38,1.64,M,47,0,0,0,5,1,0,N,1,2,3
111.5,1.79,M,39,0,6,2,0,2,0,N,1,2,2
80.39,1.59,M,44,0,0,0,22,5,0,N,2,4,3
116.86,1.77,V,50,0,0,4,5,5,0,N,0,0,0
76.97,1.67,V,26,10,2,1,8,7,0,N,3,2,2
120.08,1.78,V,33,0,10,3,0,3,5,N,2,2,0
105.66,1.75,V,25,0,11,0,10,9,3,N,2,2,1
86.85,1.65,M,18,0,19,0,0,6,0,N,3,4,4
89.01,1.74,V,45,0,0,0,0,2,0,N,1,4,3
90.39,1.65,M,30,0,0,2,0,1,0,N,0,1,0
115.6,1.7,V,78,0,0,7,0,0,0,N,1,2,3
46.08,1.6,M,61,20,4,0,15,0,0,N,1,0,0
74.07,1.59,M,33,10,0,5,0,0,0,N,1,2,1
94.58,1.73,V,18,0,0,4,0,0,0,N,2,3,2
105.74,1.79,V,40,0,0,2,8,5,0,N,3,3,2
58.97,1.81,V,54,40,5,2,10,14,0,N,2,3,3
97.2,1.8,V,18,0,9,0,0,3,0,N,2,2,2
76.64,1.58,M,49,0,0,0,0,0,0,N,3,4,4
105.32,1.72,M,49,0,21,0,0,0,2,N,0,1,0
105.63,1.76,V,29,0,11,0,13,6,0,N,1,0,0
94.24,1.66,M,45,0,2,2,11,8,3,N,2,3,4
96.18,1.63,V,44,0,0,3,0,3,2,N,0,1,1
97.37,1.71,V,18,0,7,2,0,0,0,N,1,2,1
47.24,1.62,M,39,120,0,4,7,0,0,S,0,1,1
114.84,1.75,V,69,0,2,0,0,6,1,N,1,1,3
52.63,1.71,V,34,60,2,1,0,4,0,N,3,3,3
98.17,1.67,M,22,0,5,3,0,0,12,N,1,2,2
107.34,1.79,V,42,0,0,0,0,1,0,N,1,2,2
89.72,1.57,M,51,0,19,0,10,10,0,N,4,4,4
87.73,1.59,M,25,0,23,1,0,6,0,N,2,4,4
52.02,1.7,M,48,20,0,0,8,0,1,N,3,3,1
96.81,1.7,V,43,0,4,1,13,3,0,N,3,3,2
101.56,1.81,V,19,0,0,0,18,7,0,S,3,3,3
101.39,1.69,V,41,0,0,0,0,9,0,N,0,0,0
101.12,1.59,M,21,0,0,5,0,18,0,N,0,1,2
104.75,1.73,V,49,0,6,3,12,1,2,N,1,2,2
99.91,1.68,V,39,0,0,0,29,13,0,N,1,2,1
87.15,1.63,M,26,0,0,0,0,3,0,N,0,1,1
47.82,1.63,M,47,130,4,3,3,7,5,N,2,2,2
78.8,1.61,M,32,0,0,1,0,0,0,N,2,2,3
83.98,1.62,M,18,0,11,1,0,0,0,N,2,2,1
54.5,1.74,V,37,50,0,2,7,0,0,N,0,0,2
51.41,1.69,V,38,50,8,2,7,0,2,N,2,4,2
47.82,1.63,M,26,20,0,0,0,0,0,N,1,3,2
103.92,1.78,V,41,0,0,3,0,0,0,N,0,2,3
82.9,1.73,V,36,10,0,1,0,4,0,N,0,1,2
89.3,1.65,M,22,0,10,0,0,4,0,N,1,3,1
97.89,1.62,M,42,0,11,2,0,4,0,N,1,1,1
44.94,1.58,M,51,40,0,9,0,0,0,N,1,3,1
49,1.65,V,26,80,0,2,0,0,0,N,0,3,1
49.6,1.66,V,18,20,0,0,0,5,0,N,1,2,2
85.96,1.59,M,64,0,0,2,11,0,0,N,0,0,0
46.66,1.61,M,60,30,0,0,14,0,0,N,2,2,3
88.34,1.68,M,41,0,0,0,7,5,0,N,0,1,1
111.5,1.79,V,44,0,0,3,0,0,0,N,0,0,0
98.31,1.75,V,19,0,0,0,0,1,0,N,1,1,1
111.24,1.72,V,18,0,0,4,0,8,0,N,2,1,1
108.41,1.75,M,56,0,11,0,8,8,0,N,3,4,3
94.67,1.72,V,31,0,3,0,13,8,0,N,1,2,2
93.39,1.69,M,63,0,6,0,0,0,0,N,1,3,4
60.28,1.83,V,37,70,0,0,14,14,2,N,0,0,0
109.35,1.84,V,49,0,9,0,0,2,3,N,2,4,2
101.55,1.65,M,48,0,0,4,1,7,0,N,3,4,4
48.41,1.64,M,37,160,12,3,14,6,0,N,1,2,2
126.74,1.78,V,71,0,17,6,2,5,5,N,0,1,0
81.49,1.64,M,28,0,0,0,0,0,0,N,2,1,1
85.26,1.64,V,33,0,0,0,16,7,0,N,1,2,3
111.82,1.76,V,60,0,0,3,24,4,0,N,1,2,1
98.26,1.7,V,24,0,4,4,0,1,0,N,1,0,0
52.63,1.71,V,40,110,0,3,4,6,0,N,1,3,3
112.29,1.82,V,62,0,7,0,0,0,0,N,3,4,4
103.26,1.73,V,45,0,0,1,13,7,0,N,2,2,2
85.03,1.62,M,44,0,0,0,10,8,0,N,0,2,3
107.02,1.79,V,35,0,0,0,11,12,0,N,0,1,2
120.79,1.79,M,52,0,0,3,0,3,0,N,0,0,0
92.78,1.73,V,46,0,0,3,13,0,0,N,2,2,2
100.2,1.68,M,56,0,8,0,14,10,0,N,2,4,3
74.93,1.57,M,23,0,0,0,0,7,0,S,2,4,4
95.02,1.65,M,63,0,0,2,0,0,0,N,1,1,0
85.8,1.64,M,28,0,0,0,0,6,0,S,2,3,3
109.1,1.69,M,33,0,0,5,0,3,0,N,1,0,0
113.1,1.79,V,61,0,12,1,2,0,0,N,1,2,3
71.29,1.59,M,36,0,6,0,15,0,0,N,3,4,4
55.76,1.76,V,25,40,0,5,0,0,0,N,1,1,1
97.37,1.71,V,20,0,1,0,23,14,0,N,1,2,0
86.35,1.63,M,53,0,4,0,0,0,0,N,1,2,2
58.32,1.8,V,37,50,14,0,18,8,0,N,0,1,0
101.12,1.59,M,51,0,9,8,0,3,2,N,3,3,3
53.87,1.73,V,47,60,0,5,0,0,0,N,0,1,2
93.52,1.63,M,69,0,0,0,5,4,0,N,2,4,1
82.41,1.68,M,36,10,9,2,13,12,0,N,0,2,3
52.02,1.7,M,55,30,8,1,0,6,0,N,2,3,2
89.19,1.71,V,30,0,2,0,0,0,0,N,1,4,3
98.45,1.67,M,44,0,0,0,14,10,0,N,1,1,1
98.17,1.67,M,52,0,10,0,2,2,0,N,1,2,1
98.7,1.74,V,35,0,0,0,15,9,0,N,1,0,0
49,1.65,V,40,40,6,1,11,1,0,N,2,4,3
89.03,1.65,V,56,0,16,0,0,0,0,N,1,3,2
92.03,1.67,M,29,0,0,3,6,4,NA,N,1,1,2
75.89,1.54,M,51,0,0,0,21,6,0,N,1,3,3
130.39,1.81,V,64,0,15,1,18,14,0,N,1,1,1
55.12,1.75,M,32,20,0,3,0,0,0,N,0,2,2
53.25,1.72,V,53,90,17,0,7,5,0,N,0,1,0
78.14,1.58,M,36,0,0,3,7,3,0,N,3,4,3
95.37,1.7,M,33,0,0,2,0,2,0,N,1,1,1
92.18,1.75,M,18,0,0,0,15,5,0,N,1,2,2
112.43,1.8,M,67,0,0,0,16,7,0,N,1,2,2
62.27,1.86,V,32,60,4,2,0,0,0,N,2,4,4
57.03,1.78,V,53,30,3,0,0,0,2,N,1,1,0
63.87,1.67,M,33,20,0,4,0,6,0,N,0,0,1
100.59,1.64,M,56,0,0,2,0,8,0,S,3,4,4
96.5,1.71,M,18,0,0,4,9,0,0,N,1,1,1
102.17,1.68,V,38,0,8,0,23,16,0,N,2,3,3
85.8,1.68,M,26,0,0,0,1,0,3,N,1,1,1
55.12,1.75,V,47,90,10,0,11,13,0,N,2,2,1
48.41,1.64,M,51,80,8,0,1,0,0,N,1,3,4
92.57,1.68,M,34,0,2,3,16,4,0,N,2,4,3
82.67,1.62,M,58,0,5,0,0,2,0,N,2,4,3
82.84,1.72,M,53,10,1,0,5,3,0,N,1,1,0
112.1,1.8,V,33,0,9,0,7,9,0,N,1,2,1
93.92,1.7,V,50,0,0,0,5,6,0,N,1,2,3
54.5,1.74,V,43,30,10,3,0,1,0,N,1,0,1
86.58,1.61,M,31,0,10,5,13,0,0,N,1,1,1
89.47,1.68,M,28,0,0,0,7,6,0,S,2,4,2
52.63,1.71,V,27,60,0,0,6,4,0,N,0,0,1
51.41,1.69,M,42,30,0,1,0,0,0,N,2,3,2
112.44,1.76,V,50,0,2,5,0,0,1,N,0,3,4
91.69,1.76,M,39,0,3,0,0,0,0,N,2,3,4
101.89,1.68,V,40,0,0,0,26,17,0,N,3,4,3
106.55,1.73,V,38,0,1,5,0,0,0,N,4,4,3
105.95,1.8,V,48,0,10,1,0,0,0,N,1,4,2
49,1.65,M,40,60,6,0,11,6,0,N,2,4,4
46.08,1.6,M,29,130,10,0,6,0,0,N,1,1,1
106.4,1.68,V,65,0,23,2,0,3,3,N,3,4,4
88.98,1.57,M,18,0,1,5,0,2,0,N,1,0,0
57.67,1.79,V,40,20,0,0,5,1,0,N,2,3,3
108.37,1.7,M,46,0,0,6,0,2,0,S,1,3,3
60.98,1.7,M,42,20,0,2,13,9,0,N,0,2,1
45.51,1.59,M,45,50,8,0,0,0,4,N,1,1,1
101.12,1.74,M,24,0,7,6,5,0,0,N,1,2,3
58.97,1.81,V,44,40,6,2,0,9,0,N,1,2,2
114.24,1.69,M,57,0,13,1,18,20,0,N,1,3,3
108.9,1.65,M,64,0,6,6,0,1,2,N,1,2,3
116.96,1.71,V,45,0,8,1,2,10,0,N,1,1,0
55.76,1.76,V,38,90,0,0,0,2,0,N,1,3,4
107.09,1.72,M,54,0,1,2,4,2,0,N,2,0,1
91.2,1.65,M,56,0,5,0,9,3,0,N,2,2,3
98.94,1.62,M,46,0,5,5,2,1,0,N,0,3,1
55.76,1.76,V,28,210,0,4,0,0,4,N,2,2,2
106.5,1.72,M,31,0,11,3,0,0,0,N,2,2,1
83.97,1.6,M,51,0,0,0,13,6,2,N,2,2,0
80.83,1.62,M,51,0,0,1,0,0,NA,N,1,4,4
106.06,1.79,V,18,0,0,4,0,0,2,N,0,2,2
102.64,1.71,M,40,0,0,0,25,19,1,N,1,2,2
81.57,1.63,M,35,0,0,0,0,2,0,N,2,3,3
109.02,1.77,V,50,0,0,0,18,8,11,N,2,3,3
47.82,1.63,V,61,130,0,5,9,5,0,N,1,4,4
95.68,1.68,M,18,0,5,5,0,0,0,N,2,3,2
93.78,1.72,V,49,0,0,0,0,0,0,N,1,2,2
115.67,1.72,M,43,0,11,3,20,7,2,N,0,1,0
50.8,1.68,V,76,160,8,1,17,6,0,N,1,3,4
91.23,1.71,M,35,0,0,0,1,5,0,N,0,2,3
105.7,1.67,V,49,0,1,4,16,11,0,N,1,3,2
82.38,1.58,M,28,0,0,2,11,2,4,N,1,1,1
47.24,1.62,M,36,130,0,0,0,4,0,N,3,4,4
84.74,1.6,M,69,0,0,2,6,0,0,N,4,4,4
134.85,1.85,V,33,0,9,10,6,0,1,N,4,4,2
52.02,1.7,V,53,90,0,0,0,0,4,N,2,4,3
118.34,1.72,V,49,0,0,10,0,0,0,N,1,2,2
60.28,1.83,V,21,20,12,0,7,0,0,N,0,3,4
46.08,1.6,M,46,70,0,0,0,0,0,N,1,2,1
116.63,1.81,V,62,0,0,2,9,5,0,N,2,2,2
64.76,1.66,M,21,10,0,2,9,0,0,N,1,2,1
81.1,1.52,M,44,0,10,4,0,0,0,N,1,4,4
113.87,1.7,V,36,0,4,2,29,20,0,N,1,2,2
106.52,1.77,V,54,0,0,2,12,6,0,N,3,4,4
91.14,1.6,M,29,0,3,5,0,0,0,N,2,1,2
49,1.65,M,28,100,0,2,0,3,0,N,1,2,4
89.3,1.65,M,77,0,0,0,11,0,0,N,1,1,1
104.98,1.71,M,38,0,12,1,4,5,0,N,0,0,1
107.61,1.71,M,21,0,15,1,3,10,0,N,1,3,1
85.02,1.63,M,63,0,13,0,15,5,0,N,1,3,4
87.37,1.58,M,55,0,4,3,0,1,0,S,1,2,3
86.25,1.66,M,18,0,2,0,0,0,0,N,0,1,2
79.71,1.52,M,21,0,8,5,1,0,2,S,1,2,2
93.79,1.63,M,44,0,0,0,2,5,0,N,1,2,0
110.1,1.9,V,26,0,0,0,8,0,0,N,2,1,0
89.56,1.64,M,37,0,13,1,7,1,0,N,0,1,0
106.85,1.73,V,41,0,0,5,0,0,0,N,4,4,4
95.1,1.67,M,34,0,0,5,0,0,0,N,1,3,3
114.24,1.69,V,52,0,5,9,0,0,0,N,1,2,2
51.41,1.69,M,42,40,0,2,0,0,0,N,1,3,3
57.67,1.79,V,68,30,0,0,3,0,0,N,2,3,3
110.22,1.66,M,37,0,0,2,0,14,0,N,1,1,0
96.65,1.65,M,30,0,0,4,6,5,0,N,3,3,3
82.4,1.77,V,55,10,1,1,0,0,0,N,2,2,1
92.95,1.74,V,34,10,8,2,16,13,0,N,1,1,0
97.39,1.69,M,34,0,14,0,0,8,0,N,3,4,4
106.83,1.77,V,38,0,0,2,3,0,0,N,2,2,1
104.18,1.81,V,56,0,0,0,4,3,0,N,4,4,4
97.63,1.72,V,38,0,0,4,6,3,0,N,2,4,4
50.8,1.68,M,42,60,0,3,0,6,0,N,2,3,3
89.01,1.74,M,32,0,0,0,0,0,0,N,0,3,2
57.03,1.78,V,50,40,0,0,19,6,0,N,2,3,2
96.51,1.6,M,67,0,8,0,21,10,0,S,0,1,1
56.39,1.77,V,41,50,4,2,2,5,0,N,2,4,4
88.82,1.69,M,32,0,1,2,2,2,0,N,1,3,4
85.52,1.68,M,18,0,2,1,15,8,0,N,1,2,4
55.76,1.76,V,37,50,6,1,12,4,0,N,1,3,2
50.8,1.68,V,51,90,5,0,4,2,0,N,2,3,2
81.76,1.64,M,32,0,0,1,9,5,0,N,1,2,3
52.02,1.7,M,35,30,0,0,0,0,0,N,0,0,0
108.44,1.81,V,23,0,5,3,2,1,3,N,1,3,3
60.94,1.84,V,37,30,2,3,1,4,0,N,2,3,4
56.39,1.77,M,18,20,0,0,0,2,0,N,2,4,4
107.19,1.75,V,54,0,7,0,7,9,0,N,2,4,4
54.5,1.74,M,25,90,3,5,3,0,0,N,0,1,0
46.08,1.6,M,19,40,0,5,0,0,0,N,1,3,4
51.41,1.69,V,55,90,3,0,13,8,0,N,1,3,3
102.36,1.73,V,55,0,7,0,9,5,0,N,0,1,1
90.54,1.62,M,43,0,0,0,21,17,1,N,3,4,4
112.7,1.75,V,43,0,7,5,4,0,0,N,1,3,3
104.71,1.66,M,39,0,12,6,0,4,0,N,1,4,2
59.11,1.75,V,42,20,0,0,0,2,0,N,0,1,2
119.72,1.73,V,38,0,3,7,9,8,0,N,0,0,1
107.67,1.69,V,46,0,0,6,5,3,0,N,0,0,0
100.26,1.73,V,44,0,8,0,0,2,0,N,2,2,2
77.48,1.75,V,56,10,0,3,7,0,0,N,0,2,3
93.78,1.72,V,23,0,0,2,2,3,0,N,1,2,4
81.15,1.59,M,18,0,0,0,15,12,0,N,0,1,1
102.66,1.73,V,32,0,2,2,2,7,0,N,3,4,4
102.78,1.66,M,29,0,8,4,1,5,0,N,1,3,1
109.32,1.67,M,56,0,0,4,1,5,0,N,0,0,0
119.72,1.73,V,66,0,8,2,0,6,0,N,1,1,0
93.28,1.71,V,18,0,11,1,0,0,0,N,2,3,3
95.07,1.66,V,71,0,0,0,14,6,0,N,2,4,4
106.88,1.75,V,25,0,2,3,0,3,2,N,1,2,2
55.12,1.75,V,25,100,0,1,2,4,0,N,1,2,3
111.28,1.67,M,33,0,15,7,0,4,0,N,2,3,1
46.08,1.6,M,53,110,31,3,4,9,0,N,0,0,0
68.78,1.7,V,33,20,0,2,0,9,0,N,2,2,3
83.98,1.61,M,49,0,0,2,6,0,0,N,0,0,0
122.5,1.75,V,31,0,0,4,21,12,2,N,0,0,0
96.12,1.79,V,46,10,10,1,14,8,1,N,0,0,0
50.2,1.67,V,24,90,9,3,26,16,0,N,0,0,0
90.92,1.67,M,38,0,0,3,0,2,1,N,3,4,4
95.62,1.71,M,39,0,22,0,0,0,0,N,3,4,3
87.57,1.72,V,36,0,2,0,0,0,5,N,2,3,3
49,1.65,M,26,20,12,0,4,0,0,N,1,3,4
51.41,1.69,M,34,50,8,2,0,0,0,N,1,4,4
108.99,1.78,V,32,0,0,2,0,0,0,N,3,3,2
90.62,1.58,M,46,0,2,0,19,13,0,N,2,3,3
94.21,1.7,M,26,0,1,0,14,11,0,N,2,3,3
56.39,1.77,V,32,60,1,5,11,6,0,N,2,4,4
106.57,1.74,V,58,0,7,0,10,6,3,S,1,1,2
82.82,1.57,M,29,0,2,5,21,7,0,N,2,4,3
55.12,1.75,V,32,30,0,4,0,0,0,N,1,4,4
98,1.75,V,52,0,5,2,5,0,0,N,1,4,3
108.09,1.77,V,43,0,13,1,0,0,0,N,2,4,3
88.03,1.77,M,23,0,0,0,7,0,0,N,1,3,4
70.41,1.63,M,18,0,0,0,0,0,0,N,1,2,1
84.11,1.68,M,18,0,0,0,0,3,0,N,3,3,2
63.99,1.84,V,66,30,6,0,13,15,0,N,2,3,1
106.27,1.75,V,19,0,0,6,0,0,0,N,2,2,3
114.43,1.84,V,52,0,12,3,0,0,0,N,2,3,4
54.5,1.74,V,18,20,0,2,2,5,3,N,1,3,4
56.39,1.77,V,47,130,0,1,13,0,0,N,3,3,3
47.24,1.62,M,46,70,19,5,0,0,0,N,2,2,0
110.22,1.66,M,45,0,10,6,15,14,0,N,2,4,4
85.24,1.68,M,26,0,6,0,10,0,NA,N,1,2,2
47.82,1.63,M,66,90,13,3,6,0,0,N,1,1,0
99.64,1.65,M,28,0,6,5,0,3,0,N,1,1,0
87.41,1.63,M,52,0,4,0,2,0,0,N,1,3,3
108.09,1.74,V,52,0,19,0,6,9,0,S,2,3,2
49.6,1.66,M,45,100,17,0,1,4,6,N,0,4,4
87.09,1.77,M,18,0,0,0,11,0,0,S,2,3,2
104.39,1.76,V,39,0,14,2,0,0,0,N,1,0,1
44.94,1.58,M,18,80,0,0,4,15,0,N,1,2,2
106.73,1.71,V,42,0,0,3,17,10,0,N,2,2,2
73.48,1.62,M,29,0,1,0,0,0,0,N,1,1,2
50.8,1.68,M,54,100,0,1,2,1,0,N,2,3,3
55.12,1.75,V,40,60,0,0,8,7,0,N,2,2,1
103.24,1.74,V,52,0,10,0,2,0,NA,N,2,2,2
47.24,1.62,M,63,30,0,0,11,10,0,N,3,3,3
84.39,1.68,M,19,0,0,0,27,9,0,N,2,2,2
87.66,1.65,M,58,0,1,1,4,0,0,N,1,3,1
70.47,1.64,M,66,10,7,0,0,0,0,N,1,3,4
102.96,1.73,V,34,0,4,4,0,0,0,N,2,3,2
99.84,1.67,V,35,0,4,6,0,1,0,N,2,2,3
96.05,1.62,M,52,0,0,2,0,4,0,S,1,1,0
107.78,1.74,V,72,0,0,4,8,0,0,N,1,2,4
55.12,1.75,V,49,70,0,1,27,16,0,N,2,4,4
86.68,1.72,V,36,0,0,1,8,3,1,S,1,3,4
72.06,1.77,V,26,20,7,6,3,2,0,N,1,2,2
46.66,1.61,M,22,100,0,6,6,5,0,N,0,2,4
56.39,1.77,V,30,80,8,2,4,2,8,N,0,1,2
87.8,1.74,V,35,0,0,0,0,0,2,N,1,2,2
114.66,1.77,V,32,0,9,5,0,2,0,S,1,2,1
103.68,1.69,V,69,0,0,2,0,0,6,N,0,1,2
102.09,1.65,V,53,0,0,1,25,12,4,N,2,1,1
100.68,1.67,M,78,0,0,1,18,7,0,N,2,4,3
83.21,1.61,M,39,0,0,0,4,0,1,N,1,0,0
87.94,1.65,M,18,0,3,2,6,4,2,N,1,2,2
114.24,1.69,V,63,0,29,4,0,1,0,N,2,2,2
90.53,1.72,V,33,0,0,0,17,3,0,N,0,0,1
91.45,1.68,M,18,0,10,0,20,13,0,N,0,1,1
